平台,帖子ID,发布时间,负责人,项目,一级品线,二级品线,主题,形式,优质,链接,标题,缺失项
tk,7629098095451622677,2026-04-16,黄嘉丽,KOL品线推广,彩胶,透色,做款;成品展示,视频,,https://www.tiktok.com/@dipoliciousnailz/video/7629098095451622677,"✨🌸🤍 Pastel Blooming gel Flowers. These turned out so cute 😍

Products used
@BeetlesGelPolish 
CODE 👉🏼 BTANITAUS10
• Nb468
• e227 - coral
• 804 - pink
• e543 - yellow
• e279 - mint green
• 799 - white
• a494 - periwinkle 
• Blooming gel

#ombrenails #bloominggelnailart #springnails
#pastelnails #springnails

Baby boomer nails
Ombre nails
Blooming gel
Pastel
Spring nails
Flower nails
Chrome nails
Chrome powder
Beetles gel polish",
tk,7629114174366321934,2026-04-16,李伊芸,2026dealbox&PD,构建美甲,预构建甲片,开箱;做款;口播,视频,,https://www.tiktok.com/@johnmckenziiee/video/7629114174366321934,hai #nailart 🤠,
tk,7629119042497891597,2026-04-16,罗惠仪,KOL品线推广,假指甲,预构建甲片,开箱;口播,视频,,https://www.tiktok.com/@jenifermoreno_nailstudio/video/7629119042497891597,Soft Gel Tips ( Kit con Preparadores / Glue no wipe / base y top coat / lampara para pre-curado y 256 tips @BeetlesGelPolish #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #tiktokshopcreatorpicks #nailsartvideos #tutorialnails #softgel ,
tk,7629151351796223245,2026-04-16,黄嘉丽,KOL品线推广,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@shopnailzbydom/video/7629151351796223245,"they have upgraded sooooo much since I discovered them in 2019 💕 @Beetles Nail Boutique 
#nailart #nailartist #gelnailsathome #gelnail ",
tk,7629158424936254750,2026-04-16,罗惠仪,KOL品线推广,彩胶,特色胶,开箱,视频,,https://www.tiktok.com/@cakesbyisaa/video/7629158424936254750,These shades are so pretty 😍 #ad #beetles #beetlesgelpolish #beetlespolish ,
tk,7629178827020799262,2026-04-16,林盈盈,KOL品线推广,假指甲,预构建甲片,开箱,视频,,https://www.tiktok.com/@klarizanailedit/video/7629178827020799262,Beetles unboxing!! #Beetlesgelpolish #BeetlesDealsBox #fyp #beginnernailtech #goviral @BeetlesGelPolish ,
tk,7629215600316861709,2026-04-16,林盈盈,2026dealbox&PD,配件,预构建甲片,开箱;口播,视频,,https://www.tiktok.com/@theycallmejuicyyyyy/video/7629215600316861709,THANK YOU @BeetlesGelPolish i appreciate you for trusting me with your products i also can’t wait to try my new @Dynamic Nail Supply store Acrylic powder VIDEO IS DROPPING SOON I GOTCHU i love yall #nailscheck #unboxingvideo #nailtechsupplies #nailmail #nailtok ,
tk,7629306242283982112,2026-04-16,何嘉怡,KOL品线推广,彩胶,特色胶,做款;成品展示,视频,,https://www.tiktok.com/@annas.nailfeed/video/7629306242283982112,"ramune nails 🍧🌸✨🌊🧃
saw @⋆♥The Devil Wears PressOns♥⋆ do this design and it looked so pretty! so i took all the jelly cat eye gel polishes i own and recreated it (as much as i could, but hers look better!). also added a silver cat eye gel for an ombré effect and cute little star glitters ✨

•

•

#cateyenails #springnails #ramunenails #easynailart #pastelnails",
tk,7629366789868129567,2026-04-16,何嘉怡,KOL品线推广,彩胶,特色胶,开箱;刷色,视频,,https://www.tiktok.com/@luxeloopl/video/7629366789868129567,"New Petal Charm @Beetles Nail Boutique HEMA Free Gel Polish Collection! I can’t wait to try new designs with these, this “Minty Gleam” is the shade I’ve been searching for! 

#beetlesgelpolish #cateyegel #summernails #nailtutorial #hemafree ",
tk,7629371056649800974,2026-04-16,罗惠仪,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@andrea.c.bates/video/7629371056649800974,Yes 🙌 honey 🍯 fresh spring Gel-X set!! #fypシ #fyp #gelxnails #nails #beetlesgelpolish ,
tk,7629372119855500575,2026-04-16,何嘉怡,KOL品线推广,彩胶,特色胶,开箱,视频,,https://www.tiktok.com/@luxeloopl/video/7629372119855500575,"This is a judgement free zone.. no bullies allowed. This IS a serious question 😂

#beetlesgelpolish #cateyepolish #summernails #hemafree #missourinailtech ",
yt,FLcM7QORPOA,2026-04-16,林盈盈,2026母亲节礼盒,彩胶,混合套组,开箱;品牌向,视频,,https://www.youtube.com/watch?v=FLcM7QORPOA,BEST Mother’s Day Gift Box?! Chaotic Mom Life Vlog + Beetles Mani Time With Mom Unboxing LIMITED,
yt,Gsae7Y2Oy-E,2026-04-16,林盈盈,KOL品线推广,彩胶初学者套装,预构建甲片,做款,视频,,https://www.youtube.com/watch?v=Gsae7Y2Oy-E,DIY beginner nail art 🌸🍵,
yt,dVPO7gbe_Uw,2026-04-16,何嘉怡,KOL品线推广,彩胶,特色胶,做款;成品展示,视频,,https://www.youtube.com/watch?v=dVPO7gbe_Uw,ramune nails using cat eye gel polishes,
ins,DXI9xSdiHS0,2026-04-15,黄嘉丽,KOL品线推广,彩胶,纯色,开箱;做款,视频,,https://www.instagram.com/p/DXI9xSdiHS0/,"amazon link in my bio 🩷 code: CLLODUS10 

beetles gel polish just dropped THE nail kits of spring/summer!! spring sonata comes with 30 hema free gel polishes and the gel tips complete the look 🤭🤞🏼 @beetlesgelpolish 

#springnails #summernails #nailtutorial #beetlesgelpolish #nails",
ins,DXIIde-Euiv,2026-04-15,黄莉莎,KOL品线推广,穿戴甲,功能胶套组,创意,视频,,https://www.instagram.com/p/DXIIde-Euiv/,"This song never gets old
.
.
.
#fyp #fashion #ootd #maximalism #whimsical",
ins,DXIUjkTD33s,2026-04-15,李伊芸,KOL品线推广,彩胶初学者套装,甲片延长套组,成品展示,视频,,https://www.instagram.com/p/DXIUjkTD33s/,"Basic to blooming 🌸💅 using @beetlesgelpolish stiletto tips for the perfect Spring set 

➡️ @nailedbysariah ⬅️ #beetlesnailpolish #beetlesnailnook #stilettonails #beetlestipexlite @beetlesgelpolish",
ins,DXIXu0REjtb,2026-04-15,黄嘉丽,KOL品线推广,彩胶,纯色,成品展示,图片,,https://www.instagram.com/p/DXIXu0REjtb/,"🌸

using SPRING SONATA 🌷 by @beetlesgelpolish use my code “Badgall10” to save $$ at checkout 

𝖻𝗈𝗈𝗄 𝘈𝘱𝘳𝘪𝘭🤍 
𝘢𝘷𝘢𝘪𝘭𝘢𝘣𝘪𝘭𝘪𝘵𝘺 𝘰𝘯 𝘮𝘺 𝘸𝘦𝘣𝘴𝘪𝘵𝘦 𝘭𝘪𝘯𝘬 𝘪𝘯 𝘣𝘪𝘰 𝘰𝘳 𝘮𝘦𝘴𝘴𝘢𝘨𝘦 𝘮𝘦 𝘵𝘰 𝘣𝘰𝘰𝘬 ୨ৎ

#nails #nailsofinstagram #nailsonfleek #instanails #nails2inspire #nailsinspiration #nailsporn #nailsnailsnails #nailsnailsnails #trendingreels #reelsinstagram #badgallnails #beetles #beetlesgelpolish #spokanewa #spokanenails #spokanenailtech",
ins,DXIgi6VkUqM,2026-04-15,高咏欣,2026母亲节礼盒,彩胶,混合套组,开箱;口播,视频,,https://www.instagram.com/p/DXIgi6VkUqM/,"Mani time with mom 🤰🏻🌸💅📸💕
Acompáñame a hacer unboxing de esta maravillosa colección que estuvo lanzando @beetlesgelpolish por el día de las madres ,utilizan mi código IVANIA10 para obtenerla ,al igual que cualquier producto de la marca con un 10% off",
ins,DXJ43ZakVdP,2026-04-15,黄嘉丽,2026母亲节礼盒,彩胶,混合套组,开箱;创意,视频,1,https://www.instagram.com/p/DXJ43ZakVdP/,"I let my daughter do my nails and honestly this might be my favorite kind of bonding time 💅

we opened the Beetles Mani Time with Mom collection together, went through everything inside, and swatched every single shade

so soft, so pretty, and such a special little moment we get to share

this is the sweetest gift idea for mom or for making memories together at home

shop it here
https://www.amazon.com/dp/B0G4BZLD38?maas=maas_adg_1D788FACE2C1CA2600BE84F29D9D42D4_afap_abs&ref_=aa_maas&tag=maas

use code BTMAGEN10 for 10% off😍
@beetlesgelpolish 

#beetlesgelpolish #BeetlesManiTimewithMom #ManiTimeWithMom",
ins,DXJNB-LOold,2026-04-15,黄莉莎,KOL品线推广,彩胶,混合套组,开箱;刷色,视频,,https://www.instagram.com/p/DXJNB-LOold/,"30 Shades of Pastel 🌸 HEMA Free  @beetlesgelpolish 
#beetlesgelpolish #nailart #nails #springnails #nailstutorial",
ins,DXKDmUvDAtl,2026-04-15,林盈盈,KOL品线推广,彩胶初学者套装,四指灯套装,做款,视频,1,https://www.instagram.com/p/DXKDmUvDAtl/,"ad • lavender floral nail inspo for spring💜🌸🌿🫧

using @beetlesgelpolish ‘color enchantment’ gel nail kit - link in bio, code ‘simlynail’ to save 10%✨

#gelnails #nailinspo #floralnails #nailart",
ins,DXKEDINAMSr,2026-04-15,周紫月,2026母亲节礼盒,彩胶,混合套组,开箱;做款;创意,视频,,https://www.instagram.com/p/DXKEDINAMSr/,"Mother’s Day nail challenge — final result 💕💅
went for soft florals and pink details, such a cute combo

created with @BeetlesGelPolish Mani Time with Mom set ✨

#beetlesgelpolish #BeetlesManiTimewithMom #ManiTimeWithMom #nailchallenge #mothersdaygifts",
tk,7628649420103388447,2026-04-15,何嘉怡,KOL品线推广,彩胶,纯色,做款;成品展示,视频,,https://www.tiktok.com/@randa.rosa/video/7628649420103388447,"Puerto Rico nails pt.2/2 ✅ 

#puertorico #nails #hispanic #beauty #travel ",
tk,7628663658825944350,2026-04-15,黄莉莎,KOL品线推广,配件,美甲灯,开箱;口播,视频,,https://www.tiktok.com/@thecoachsamantha/video/7628663658825944350,This is going to save me so much monies. #nailtok ,
tk,7628695805356100872,2026-04-15,李伊芸,2026母亲节礼盒,彩胶,混合套组,开箱;口播,视频,,https://www.tiktok.com/@autumnnggrwm/video/7628695805356100872,@BeetlesGelPolish haul tysm!! #beetlesgelpolish #nailhaul #prhaul #gelxnails #nailinspo ,
tk,7628713604157639966,2026-04-15,何嘉怡,KOL品线推广,彩胶,纯色,成品展示,视频,,https://www.tiktok.com/@randa.rosa/video/7628713604157639966,"Estoy listaaa🤪🇵🇷✨

#nails #puertorico #hispanic #longnails #travel ",
tk,7628726401524419871,2026-04-15,黄莉莎,KOL品线推广,穿戴甲,功能胶套组,创意,视频,,https://www.tiktok.com/@_.pixiq._/video/7628726401524419871,This song will never get old #fyp #fashion #maximalism #whimsical #ootd ,
tk,7628737738379939102,2026-04-15,周紫月,KOL品线推广,配件,美甲灯,开箱;口播;教程,视频,,https://www.tiktok.com/@mrs.manicure/video/7628737738379939102,"no more air bubbles from bumping your nails!💅 
#flashcurelamp #diynails #nailtok #nailsathome #nailhack ",
tk,7628743701505887502,2026-04-15,何嘉怡,KOL品线推广,假指甲,预构建甲片,做款;成品展示,视频,,https://www.tiktok.com/@nailspiceee/video/7628743701505887502,"Maximalist mood board set 🐅 

Products linked in my showcase and my Amazon storefront in bio 🤎

#nailart #moodboard #nailinspo #workwithme #nailtech ",
tk,7628757385028422925,2026-04-15,马明慧,KOL品线推广,穿戴甲,UV穿戴甲,开箱;做款,视频,,https://www.tiktok.com/@gingernailco/video/7628757385028422925,"These milky white nail tips are a GAME CHANGER! They save so much time and have the most beautiful, natural milky white base 👩🏼‍🍳💋 @BeetlesGelPolish #beetlesgelpolish #milkywhite #pressonnails #nailart #chromenails ",
tk,7628780118873361695,2026-04-15,林盈盈,2026dealbox&PD,彩胶初学者套装,胶水,开箱,视频,,https://www.tiktok.com/@klarizanailedit/video/7628780118873361695,Beetles nail unboxing!!   #Beetlesgelpolish #BeetlesDealsBox #fyp #beginnernailtech #gel @BeetlesGelPolish ,
tk,7628787278176865550,2026-04-15,马明慧,KOL品线推广,穿戴甲,穿戴甲款式,开箱;做款;口播,视频,,https://www.tiktok.com/@delilah.ar3te/video/7628787278176865550,I love these and pretty durable so far it’s been a week! @BeetlesGelPolish #beetlespressonnails #pressonnails #milkynails #cutepressonnails #diynails ,
tk,7628798272185928973,2026-04-15,黄莉莎,KOL品线推广,彩胶初学者套装,四指灯套装,创意,视频,,https://www.tiktok.com/@nailzby.lilz/video/7628798272185928973,Why not something more funn! Don’t get me wrong a French tip set is good once in while 😒 #jokes #realatable #nailtok #fouryoupage #fyp ,
tk,7628801403674201375,2026-04-15,李伊芸,2026母亲节礼盒,彩胶,混合套组,开箱;口播,视频,,https://www.tiktok.com/@iylaajune/video/7628801403674201375,Beetles Mani time with Mom unboxing💐💅 Go to Part 2 to see the nails!! #mothersdaygiftideas #BeetlesManiTimewithMom #ManiTimeWithMom #nailhaul #nailtech @BeetlesGelPolish ,
tk,7628804125693611278,2026-04-15,林盈盈,2026dealbox&PD,配件,预构建甲片,开箱,视频,,https://www.tiktok.com/@alora_drew/video/7628804125693611278,over here we LOVE @BeetlesGelPolish #beetlesgelpolish #beetlesboxdeal #nails #tutorial #fyp ,
tk,7628811249026895117,2026-04-15,林盈盈,KOL品线推广,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@cibxcelly/video/7628811249026895117,Let’s open @BeetlesGelPolish Dessert Feast HEMA FREE set together ✨ LINK IN BIO 10% OFF “CIBXCELLY10” #beetlesgelpolish #beetlesnailnook #Springnails #BeetlesFlatX #fypage ,
tk,7628827814485069069,2026-04-15,黄嘉丽,KOL品线推广,彩胶初学者套装,胶水,做款,视频,,https://www.tiktok.com/@_aaiyylinnn/video/7628827814485069069,"do my nails with me⭐️ 
@dndgel @Modelones @Dionis Goat Milk Skincare @BeetlesGelPolish @SUNUV 
@Makartt Official @MakarttOfficial 
@ORLY Beauty 
#nails#gelx#diynailsathome#nailinspo #fypviral ",
tk,7628846612697156895,2026-04-15,黄嘉丽,KOL品线推广,彩胶,纯色,开箱;做款,视频,,https://www.tiktok.com/@lodusnails/video/7628846612697156895,"doing your own nails has never been easier! 🤭🩷 

@BeetlesGelPolish #beetlesgelpolish #summernails #nailtutorial #nails #fyp  ",
tk,7628882856227458335,2026-04-15,何嘉怡,KOL品线推广,彩胶,纯色,开箱;口播;刷色,视频,,https://www.tiktok.com/@pressedbymariaa/video/7628882856227458335,"let’s swatch the new beetles spring sonata collection. in love with the colors and formula! 
#beetlesgelpolish#springnails#unboxandswatchwithme#nails#swatching",
tk,7628989287098338590,2026-04-15,李伊芸,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@iylaajune/video/7628989287098338590,Beetles Mani Time With Mom in my Linktree! My mom always deserves the best💐💅 use code BYIYLAAJUNE for 10% off! #BeetlesManiTimewithMom #ManiTimeWithMom #mothersdaygiftideas #nailhaul #beetlespolish @BeetlesGelPolish ,
tk,7628994497682148630,2026-04-15,何嘉怡,2026母亲节礼盒,配件,美甲灯,做款;成品展示,视频,,https://www.tiktok.com/@nailedbythea/video/7628994497682148630,Ad| Do my nails with me using the new Mani Time With Mom kit and Meowgic Strawpurr lamp from @BeetlesGelPolish💕 Use code TPTHEA10 for 10% off💗  #beetlesgelpolish #beetlesmanitimewithmom #manitimewithmom #beetlesmeowgiclamp #meowgicnaillamp ,
tk,7628997585541336351,2026-04-15,何嘉怡,KOL品线推广,穿戴甲,UV穿戴甲,开箱;口播,视频,,https://www.tiktok.com/@klocaff/video/7628997585541336351,Replying to @Keri | Content Creator🎀 beetles natural milky white press on nails 🤍✨ @BeetlesGelPolish #beetlesnaturalmilky #beetlesgelpolish #pressonnails #pressons #nailtok ,
tk,7629004056899407117,2026-04-15,周紫月,KOL品线推广,彩胶,纯色,开箱;口播,视频,,https://www.tiktok.com/@aaliyahbnails/video/7629004056899407117,"Loving this spring collection from Beetles.

#nailfinds #diynails #tiktokshop #diynailsathome #nails💅 ",
tk,7629004111207288077,2026-04-15,高咏欣,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,,https://www.tiktok.com/@nihyamonique/video/7629004111207288077,these are sooo cutesy😍🫖🤍@Beetles Nail Boutique #beetlesgelpolish #beetlesnaturalmilky,
tk,7629005130641247501,2026-04-15,周紫月,2026母亲节礼盒,彩胶,混合套组,开箱;做款;创意,视频,,https://www.tiktok.com/@voloshka_purple/video/7629005130641247501,"Mother’s Day nail challenge — final result 💕💅
went for soft florals and pink details, such a cute combo

created with @BeetlesGelPolish Mani Time with Mom set ✨

#beetlesgelpolish #BeetlesManiTimewithMom #ManiTimeWithMom #nailchallenge #mothersdaygifts ",
tk,7629010878683270422,2026-04-15,林盈盈,KOL品线推广,彩胶初学者套装,四指灯套装,做款,视频,1,https://www.tiktok.com/@simlynail/video/7629010878683270422,"ad • lavender floral nail inspo for spring💜🌸🌿🫧

using @BeetlesGelPolish ‘color enchantment’ gel nail kit - link in bio, code ‘simlynail’ to save 10%✨

#gelnails #nailinspo #floralnails #nailart",
yt,XKN-KqpvKKU,2026-04-15,黄嘉丽,KOL品线推广,彩胶,透色,做款;成品展示,视频,,https://www.youtube.com/watch?v=XKN-KqpvKKU,✨🌸🫧 Pastel Blooming Flowers,
yt,hYJKP2OX11g,2026-04-15,周紫月,2026母亲节礼盒,彩胶,混合套组,开箱;做款;创意,视频,,https://www.youtube.com/watch?v=hYJKP2OX11g,@BeetlesGelPolish Mani Time with Mom set ✨,
yt,rUkkaDFSjDc,2026-04-15,黄莉莎,KOL品线推广,彩胶,混合套组,开箱;刷色,视频,,https://www.youtube.com/watch?v=rUkkaDFSjDc,Dessert Feast Gel Nail Kit 🌸 HEMA Free,
ins,DXF-kkttE07,2026-04-14,黄莉莎,KOL品线推广,彩胶,特色胶,做款,视频,,https://www.instagram.com/p/DXF-kkttE07/,"@beetlesgelpolish Easy Spring Bee Nails | Petal Charm Cat Eye Kit + Tipex Lite Almond | Beginner Friendly Nails at Home 🌼

#beetlesgelpolish #diynails #nailart #springnails #nails",
ins,DXFa_nFEVBQ,2026-04-14,何嘉怡,KOL品线推广,彩胶,混合套组,做款;成品展示,视频,,https://www.instagram.com/p/DXFa_nFEVBQ/,"trying to make as many designs as I can with the new Beetles collection ! hope this helps someone recreate the flowers and pearl tips 🥰 

💛 everything is available on my tiktok showcase! 

#nailinspo #beetlesgelpolish #nailsathome #pearlnails #nailtutorialsforbeginners",
ins,DXFlCjGjyVI,2026-04-14,黄嘉丽,KOL品线推广,彩胶初学者套装,四指灯套装,开箱,视频,1,https://www.instagram.com/p/DXFlCjGjyVI/,"@beetlesgelpolish 

#beetlesgelpolish #maryammkamall #explore #explorepage #fyp",
ins,DXFna46khvM,2026-04-14,黄莉莎,KOL品线推广,穿戴甲,功能胶套组,做款;口播;成品展示,视频,,https://www.instagram.com/p/DXFna46khvM/,"Thank you so much @beetlesgelpolish !! These nails were adorbs 💕 
.
.
.
#beetlesgelpolish #fyp #fashion #maximalism #whimsical",
ins,DXFnl5fkgrj,2026-04-14,黄莉莎,KOL品线推广,穿戴甲,功能胶套组,创意,视频,,https://www.instagram.com/p/DXFnl5fkgrj/,"SO CUTE I LOVE THIS FIT
.
.
.
 #fyp #fashion #maximalism #whimsical #OOTD",
ins,DXGEMPKjEQS,2026-04-14,何嘉怡,KOL品线推广,彩胶,特色胶,开箱;做款;口播,视频,,https://www.instagram.com/p/DXGEMPKjEQS/,Love these colors🩷 linked on my Amazon storefront ✨,
